id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3408,USDC,USDC,usd-coin,22126,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35569068088.57862,35569068088.57862,False,,6,,,,2024-09-19T00:39:00.000Z,1.0000573981205603,7305664542.637159,6.4115,0.01421657,0.01359647,-0.01489241,-0.02068403,0.00238613,0.00098008,35571109686.236984,1.6605,35571109686.24,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-09-18 19:42:31.703009
52,XRP,XRP,xrp,1390,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56386022594.0,99987224458.0,False,,7,,,,2024-09-19T00:40:00.000Z,0.5881723189619399,1219590295.297082,21.6922,0.61483545,1.36604087,9.92364993,-2.67206955,-0.9345516,20.33301612,33164697666.153316,1.5475,58817231896.19,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:31.703009
74,Dogecoin,DOGE,dogecoin,1066,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146014156383.70526,146014156383.70526,True,,8,,,,2024-09-19T00:40:00.000Z,0.10483706602198478,581535816.3489438,20.1578,1.67134211,4.85231408,2.8107197,1.62754789,-21.45294463,-15.80719297,15307695752.942919,0.7143,15307695752.94,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:31.703009
11419,Toncoin,TON,toncoin,556,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2532568249.551437,5112018852.81796,True,,9,3414166606.0,19433087011.615265,,2024-09-19T00:39:00.000Z,5.691897688139729,254241269.0684735,3.6559,1.12531915,3.71724019,4.85766637,-17.64021825,-21.67966185,-20.21778548,14415119364.677904,0.6726,29097088290.08,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:31.703009
1958,TRON,TRX,tron,1035,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86680649698.72441,86680648369.54121,True,,10,71659659264.0,10725329870.454159,,2024-09-19T00:39:00.000Z,0.14967040006346072,277291469.4003944,2.7111,0.19595564,-0.05966902,-2.49866556,3.75766715,10.97948833,28.38060716,12973527518.168777,0.6053,12973527319.23,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:31.703009
2010,Cardano,ADA,cardano,1251,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35960643044.11,37170426657.961,False,,11,,,,2024-09-19T00:39:00.000Z,0.3484884742151681,269629572.9501939,28.2412,2.16329308,5.18137915,-1.95486677,2.07470705,-20.32821908,-9.1114934,12531869626.238192,0.5847,15681981339.68,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:31.703009
5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,405924015.3882657,445927115.3882657,False,,12,,,,2024-09-19T00:39:00.000Z,25.91449652387062,326699957.70620435,44.7626,6.62011176,10.10898101,10.66868589,19.97875949,-10.70592381,-5.77716969,10519316485.734818,0.4908,18548267690.49,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:31.703009
5994,Shiba Inu,SHIB,shiba-inu,876,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589269506895882.0,589518419261203.6,False,,13,,,,2024-09-19T00:39:00.000Z,1.3821256595594104e-05,169436925.66095188,30.2933,1.70012995,4.83885789,3.47163838,1.76670359,-23.28969834,-23.13503198,8144445058.767195,0.38,8147885340.44,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-09-18 19:42:31.703009
1975,Chainlink,LINK,chainlink,1845,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-09-19T00:39:00.000Z,11.034492593120465,241788153.64731213,20.1133,2.35240898,4.81019553,5.46264837,6.40399732,-22.60874155,-22.34666446,6710074619.838048,0.3131,11034492593.12,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-09-18 19:42:31.703009
1831,Bitcoin Cash,BCH,bitcoin-cash,922,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19762637.5,19762637.5,False,,15,,,,2024-09-19T00:39:00.000Z,338.99865791029504,245685847.2792717,32.7394,6.85828067,8.67725643,-0.05793999,-1.39771864,-14.17011233,-12.59032432,6699507589.267669,0.3126,7118971816.12,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:31.703009
1,Bitcoin,BTC,bitcoin,11702,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19755946.0,19755946.0,False,,1,,,,2024-09-19T00:39:00.000Z,62250.23332756299,43347569138.49313,13.4877,1.61740527,3.85113078,7.55336584,3.0333615,-7.23310473,-4.04713467,1229812248106.7349,57.3832,1307254899878.82,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
1027,Ethereum,ETH,ethereum,9306,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120343275.28871623,120343275.28871623,True,,2,,,,2024-09-19T00:39:00.000Z,2391.4063419512363,18903529262.966278,22.3552,1.50530727,3.32711071,1.18030696,-10.23194868,-31.98704989,-31.90227547,287789671736.6195,13.4341,287789671736.62,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
825,Tether USDt,USDT,tether,97856,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,118891598050.37207,121236817751.68619,True,,3,,,,2024-09-19T00:39:00.000Z,1.000300648960859,65314249199.52165,16.7913,0.01635913,0.01134245,-0.00579106,-0.02156927,-0.01624715,0.09014665,118927342685.78078,5.5492,121273267474.96,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-09-18 19:42:36.832334
1839,BNB,BNB,bnb,2236,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145933821.4525272,145933821.4525272,False,,4,,,,2024-09-19T00:39:00.000Z,560.5867528419311,1698295164.0263302,5.3143,0.36827694,3.26242486,4.56548093,-1.42668159,-5.74365214,-4.31601,81808567097.88637,3.8172,81808567097.89,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
5426,Solana,SOL,solana,737,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,468367628.015991,584762653.526912,True,,5,,,,2024-09-19T00:39:00.000Z,134.69490228315442,2369875600.827894,35.5388,1.36125189,3.30658924,0.73474553,-8.24603694,-22.29628476,0.68223636,63086731888.206726,2.9436,78764548475.65,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
3408,USDC,USDC,usd-coin,22126,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35569068088.57862,35569068088.57862,False,,6,,,,2024-09-19T00:39:00.000Z,1.0000573981205603,7305664542.637159,6.4115,0.01421657,0.01359647,-0.01489241,-0.02068403,0.00238613,0.00098008,35571109686.236984,1.6605,35571109686.24,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-09-18 19:42:36.832334
52,XRP,XRP,xrp,1390,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56386022594.0,99987224458.0,False,,7,,,,2024-09-19T00:40:00.000Z,0.5881723189619399,1219590295.297082,21.6922,0.61483545,1.36604087,9.92364993,-2.67206955,-0.9345516,20.33301612,33164697666.153316,1.5475,58817231896.19,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:36.832334
74,Dogecoin,DOGE,dogecoin,1066,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146014156383.70526,146014156383.70526,True,,8,,,,2024-09-19T00:40:00.000Z,0.10483706602198478,581535816.3489438,20.1578,1.67134211,4.85231408,2.8107197,1.62754789,-21.45294463,-15.80719297,15307695752.942919,0.7143,15307695752.94,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:36.832334
11419,Toncoin,TON,toncoin,556,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2532568249.551437,5112018852.81796,True,,9,3414166606.0,19433087011.615265,,2024-09-19T00:39:00.000Z,5.691897688139729,254241269.0684735,3.6559,1.12531915,3.71724019,4.85766637,-17.64021825,-21.67966185,-20.21778548,14415119364.677904,0.6726,29097088290.08,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
1958,TRON,TRX,tron,1035,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86680649698.72441,86680648369.54121,True,,10,71659659264.0,10725329870.454159,,2024-09-19T00:39:00.000Z,0.14967040006346072,277291469.4003944,2.7111,0.19595564,-0.05966902,-2.49866556,3.75766715,10.97948833,28.38060716,12973527518.168777,0.6053,12973527319.23,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
2010,Cardano,ADA,cardano,1251,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35960643044.11,37170426657.961,False,,11,,,,2024-09-19T00:39:00.000Z,0.3484884742151681,269629572.9501939,28.2412,2.16329308,5.18137915,-1.95486677,2.07470705,-20.32821908,-9.1114934,12531869626.238192,0.5847,15681981339.68,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,405924015.3882657,445927115.3882657,False,,12,,,,2024-09-19T00:39:00.000Z,25.91449652387062,326699957.70620435,44.7626,6.62011176,10.10898101,10.66868589,19.97875949,-10.70592381,-5.77716969,10519316485.734818,0.4908,18548267690.49,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
5994,Shiba Inu,SHIB,shiba-inu,876,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589269506895882.0,589518419261203.6,False,,13,,,,2024-09-19T00:39:00.000Z,1.3821256595594104e-05,169436925.66095188,30.2933,1.70012995,4.83885789,3.47163838,1.76670359,-23.28969834,-23.13503198,8144445058.767195,0.38,8147885340.44,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-09-18 19:42:36.832334
1975,Chainlink,LINK,chainlink,1845,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-09-19T00:39:00.000Z,11.034492593120465,241788153.64731213,20.1133,2.35240898,4.81019553,5.46264837,6.40399732,-22.60874155,-22.34666446,6710074619.838048,0.3131,11034492593.12,,2024-09-19T00:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-09-18 19:42:36.832334
1831,Bitcoin Cash,BCH,bitcoin-cash,922,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19762637.5,19762637.5,False,,15,,,,2024-09-19T00:39:00.000Z,338.99865791029504,245685847.2792717,32.7394,6.85828067,8.67725643,-0.05793999,-1.39771864,-14.17011233,-12.59032432,6699507589.267669,0.3126,7118971816.12,,2024-09-19T00:39:00.000Z,,,,,,2024-09-18 19:42:36.832334
1,Bitcoin,BTC,bitcoin,11702,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19755946.0,19755946.0,False,,1,,,,2024-09-19T00:41:00.000Z,62345.725232450015,43411682033.190575,13.5496,1.70198409,3.99694197,7.87142888,3.23060408,-7.0818316,-3.871725,1231698781023.1199,57.4712,1309260229881.45,,2024-09-19T00:41:00.000Z,,,,,,2024-09-18 19:42:41.973779
1027,Ethereum,ETH,ethereum,9306,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120343275.28871623,120343275.28871623,True,,2,,,,2024-09-19T00:40:00.000Z,2391.4994768682345,18902761859.359615,22.279,1.43443095,3.28358563,1.27321905,-10.21740437,-31.97908358,-31.87758774,287800879897.57477,13.4346,287800879897.57,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
825,Tether USDt,USDT,tether,97856,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,118891598050.37207,121236817751.68619,True,,3,,,,2024-09-19T00:40:00.000Z,1.0002232361833323,65317816268.311264,16.7397,0.00276056,0.01097832,0.0187869,-0.01384201,-0.0324336,0.06324015,118918138956.95111,5.5487,121263882196.16,,2024-09-19T00:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-09-18 19:42:41.973779
1839,BNB,BNB,bnb,2236,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145933821.4525272,145933821.4525272,False,,4,,,,2024-09-19T00:40:00.000Z,560.357231600467,1698498987.855108,5.3297,0.34943305,3.23994231,4.38363945,-1.2962518,-5.73845966,-4.38829123,81775072186.01498,3.8156,81775072186.01,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
5426,Solana,SOL,solana,737,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,468367628.015991,584762653.526912,True,,5,,,,2024-09-19T00:40:00.000Z,134.83188741967285,2372743369.2998095,35.6287,1.41778152,3.40946995,0.66350941,-8.05024491,-22.19340366,0.74621933,63150891291.67131,2.9466,78844652267.57,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
3408,USDC,USDC,usd-coin,22126,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35569068088.57862,35569068088.57862,False,,6,,,,2024-09-19T00:40:00.000Z,1.0000197186381006,7305576286.434347,6.3746,-0.00467828,0.01322276,0.01755982,-0.00071686,-0.01516312,-0.02099551,35569769462.159836,1.6604,35569769462.16,,2024-09-19T00:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-09-18 19:42:41.973779
52,XRP,XRP,xrp,1390,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56386022594.0,99987224458.0,False,,7,,,,2024-09-19T00:41:00.000Z,0.5882067167523589,1218507446.4578927,21.3668,0.60670908,1.3586945,9.93220506,-2.64413838,-0.89204419,20.32479643,33166637220.74107,1.5476,58820671675.24,,2024-09-19T00:41:00.000Z,,,,,,2024-09-18 19:42:41.973779
74,Dogecoin,DOGE,dogecoin,1066,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146014156383.70526,146014156383.70526,True,,8,,,,2024-09-19T00:41:00.000Z,0.10488193672609715,582222950.0346705,20.1805,1.70226398,4.87959482,2.84204929,1.66504014,-21.41183904,-15.77215251,15314247510.95023,0.7146,15314247510.95,,2024-09-19T00:41:00.000Z,,,,,,2024-09-18 19:42:41.973779
11419,Toncoin,TON,toncoin,556,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2532568249.551437,5112018852.81796,True,,9,3414166606.0,19495837470.950806,,2024-09-19T00:40:00.000Z,5.710277124932668,254338547.1875359,3.6591,1.5176798,4.11966897,5.42018732,-17.42120782,-21.42347255,-20.02696502,14461666542.744339,0.6748,29191044317.47,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
1958,TRON,TRX,tron,1035,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86680649698.72441,86680648369.54121,True,,10,71659659264.0,10725648655.723925,,2024-09-19T00:40:00.000Z,0.14967484866498967,277291469.4003944,2.8018,0.16417745,-0.06341339,-2.49870716,3.92474845,10.97216859,28.37932197,12973913125.83956,0.6054,12973912926.89,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
2010,Cardano,ADA,cardano,1251,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35960643044.11,37170426657.961,False,,11,,,,2024-09-19T00:40:00.000Z,0.34872813926967994,269720696.44356865,28.2407,2.26524963,5.25532978,-1.85260409,2.20958583,-20.19852591,-9.14469967,12540488135.71364,0.5851,15692766267.14,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,405924015.3882657,445927115.3882657,False,,12,,,,2024-09-19T00:40:00.000Z,25.958544743957265,327131023.99115026,44.8911,6.64234899,10.30318897,10.61340069,20.53380494,-10.48057726,-5.8145958,10537196716.103094,0.4917,18579795147.59,,2024-09-19T00:40:00.000Z,,,,,,2024-09-18 19:42:41.973779
5994,Shiba Inu,SHIB,shiba-inu,876,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589269506895882.0,589518419261203.6,False,,13,,,,2024-09-19T00:40:00.000Z,1.381875664725533e-05,169491075.91696393,30.2533,1.6545174,4.81120726,3.3843689,2.00083704,-23.27711027,-23.18841339,8142971915.44234,0.38,8146411574.85,,2024-09-19T00:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-09-18 19:42:41.973779
1975,Chainlink,LINK,chainlink,1845,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-09-19T00:40:00.000Z,11.04332667833857,241915137.3883338,20.1183,2.32074741,4.87370897,5.47479221,6.65003203,-22.4632585,-22.37569631,6715446626.798155,0.3133,11043326678.34,,2024-09-19T00:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-09-18 19:42:41.973779
